No.,Masjid ID,Nama Masjid,Provinsi,Kabupaten,Kecamatan,Tipologi,Alamat,Status Tanah,Luas Tanah,Luas Bangunan,Tahun Berdiri,Jamaah,Imam,Khatib,Muazin,Remaja,No. Telp/HP,Email,Latitude,Longitude,Lokasi Peta,Profil Masjid
263,01.4.02.19.04.000054,Nurul Falah,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun IV Desa Titi Merah,Wakaf,400,56,1985,100,1,,0,0,,,3.198791682,99.42935944,"https://www.google.com/maps/search/3.19879168242677900000,99.42935943603516000000",https://simaslama.kemenag.dev/profil/masjid/78590
264,01.4.02.19.04.000055,Baiturrohim,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun I Desa Gunung Bandung,Wakaf,400,63,1980,100,2,,0,0,85261623841,,3.149429052,99.43313599,"https://www.google.com/maps/search/3.14942905167317600000,99.43313598632812000000",https://simaslama.kemenag.dev/profil/masjid/78594
265,01.6.02.19.04.000056,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid di Tempat Publik,Dusun I Desa Sumber Padi,Wakaf,200,121,2008,100,3,,0,0,,,3.16202703,99.42575455,"https://www.google.com/maps/search/3.16202703025260320000,99.42575454711914000000",https://simaslama.kemenag.dev/profil/masjid/78597
266,01.4.02.19.04.000057,Darus Sunnah,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun V Desa Sumber Rejo,Wakaf,400,64,1970,60,5,,0,0,,,3.15765632,99.42214966,"https://www.google.com/maps/search/3.15765632029491000000,99.42214965820312000000",https://simaslama.kemenag.dev/profil/masjid/78600
267,01.4.02.19.04.000058,Nurul Hasanah,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun III Desa Sumber Rejo,Wakaf,470,100,1968,100,5,,0,0,,,3.154913905,99.42695618,"https://www.google.com/maps/search/3.15491390465409300000,99.42695617675781000000",https://simaslama.kemenag.dev/profil/masjid/78604
268,01.4.02.19.04.000059,Nurul Yaqin,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun IV Desa Sumber Rejo,Wakaf,1600,100,1991,100,5,,0,0,,,3.144972587,99.44944382,"https://www.google.com/maps/search/3.14497258735093300000,99.44944381713867000000",https://simaslama.kemenag.dev/profil/masjid/78607
269,01.4.02.19.04.000060,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun III Desa Kwala Gunung,Girik,,,2000,150,6,,0,0,81376122232,,3.188679391,99.45957184,"https://www.google.com/maps/search/3.18867939141960340000,99.45957183837890000000",https://simaslama.kemenag.dev/profil/masjid/78608
270,01.4.02.19.04.000061,Al-Hidayah,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun V Desa Kwala gunung,Girik,,,1989,100,3,,0,0,85375463770,,3.187993809,99.45837021,"https://www.google.com/maps/search/3.18799380876573930000,99.45837020874023000000",https://simaslama.kemenag.dev/profil/masjid/78612
271,01.4.02.19.07.000036,Al-Fatah,Sumatera Utara,Kab. Batu Bara,Sei Balai,Masjid Jami,Dusun XI Desa Tanah Timbul,Wakaf,140,100,1976,95,12,9,9,12,,,3.135783212,99.58418155,"https://www.google.com/maps/search/3.13578321159828300000,99.58418154856190000000",https://simaslama.kemenag.dev/profil/masjid/78754
272,01.4.02.19.07.000037,Asy-Syafinah,Sumatera Utara,Kab. Batu Bara,Sei Balai,Masjid Jami,Dusun V Desa Perk. Sei Bejangkar,Wakaf,180,100,1986,100,8,8,7,10,,,3.116885712,99.56225181,"https://www.google.com/maps/search/3.11688571177523330000,99.56225180765614000000",https://simaslama.kemenag.dev/profil/masjid/78755
273,01.4.02.19.03.000029,Isa Syahin,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun VII Desa Tanjung Kubah,Wakaf,624,99,2013,130,2,0,0,0,81376217950,,3.270774582,99.41253662,"https://www.google.com/maps/search/3.27077458202797700000,99.41253662109375000000",https://simaslama.kemenag.dev/profil/masjid/80685
274,01.4.02.19.03.000030,Nur Syam,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun VII Desa Tanjung Kubah,Wakaf,472,64,2006,100,3,0,0,0,81362490901,,3.31944444,99.41805556,"https://www.google.com/maps/search/3.31944444000000000000,99.41805556000000000000",https://simaslama.kemenag.dev/profil/masjid/80699
275,01.4.02.19.06.000031,Jamik Makmur,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Jl.Nelayan LK.V Kelurahan Tanjung Tiram,Wakaf,400,225,1966,300,4,7,2,0,-,,3.22355218,99.58332154,"https://www.google.com/maps/search/3.22355218006032500000,99.58332154155869000000",https://simaslama.kemenag.dev/profil/masjid/112638
276,01.4.02.19.06.000032,Amanah,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Jl.perbatasan Dusun VI Desa Bandar Rahmat,Girik,1080,100,2014,120,5,5,1,10,81370233058,,3.23090223,99.57820223,"https://www.google.com/maps/search/3.23090223019389850000,99.57820223272392000000",https://simaslama.kemenag.dev/profil/masjid/113986
277,01.4.02.19.06.000033,Al-Mukhlisin,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun VIII Desa Pahlawan,Wakaf,1680,300,2013,200,11,6,1,20,82369873977,,3.225546325,99.57897203,"https://www.google.com/maps/search/3.22554632467878170000,99.57897202679305000000",https://simaslama.kemenag.dev/profil/masjid/113987
278,01.4.02.19.07.000038,AL-KHOIR,Sumatera Utara,Kab. Batu Bara,Sei Balai,Masjid Jami,DUSUN III DESA MEKAR BARU,Wakaf,800,110,2011,150,5,3,5,10,,,3.142271918,99.59498298,"https://www.google.com/maps/search/3.14227191811278760000,99.59498298172548000000",https://simaslama.kemenag.dev/profil/masjid/210829
279,01.4.02.19.05.000048,&quot;AL-JENIAH &quot;,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,DESA PETATAL KM 131,Wakaf,1285,289,2015,400,6,5,0,0,81264962431,,3.085530914,99.60523725,"https://www.google.com/maps/search/3.08553091382890040000,99.60523724838549000000",https://simaslama.kemenag.dev/profil/masjid/214563
280,01.4.02.19.05.000049,AL-- AMIN,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,DUSUN V TEMPE Desa Bangun Sari Kec. Datuk Tanah Datar Kab. Batu Bara,Wakaf,,,2021,0,3,3,2,20,81361572376,masjid.alamin.bangunsari@gmail.com,3.120780476,99.49460683,"https://www.google.com/maps/search/3.12078047612080000000,99.49460682671500000000",https://simaslama.kemenag.dev/profil/masjid/328766
281,01.4.02.19.04.000062,MUHAJIRIN,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun I Desa Pasir Permit,SHM,1200,"198,81",1982,0,3,3,3,15,0813-9683-3143,husinerna23@gmail.com,3.26022732,99.49529776,"https://www.google.com/maps/search/3.26022731982510000000,99.49529775878800000000",https://simaslama.kemenag.dev/profil/masjid/329063
282,01.4.02.19.06.000034,MASJID AL MUKMIN,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,DUSUN IV TALI AIR TENGAH DESA TALI AIR PERMAI KECAMATAN NIBUNG HANGUS KABUPATEN BATU BARA,Hibah,"642,94",196,2013,150,5,6,0,0,85270086252,kua06tanjungtiram@gmail.com,3.179664,99.6482712,"https://www.google.com/maps/search/3.17966400000000000000,99.64827120000000000000",https://simaslama.kemenag.dev/profil/masjid/329737
283,01.3.02.19.07.000039,AL- FATTAH,Sumatera Utara,Kab. Batu Bara,Sei Balai,Masjid Besar,ASMIL YONIF 126/KALA CAKTI,BMN,567,567,2018,150,2,3,2,0,81354181311,ym02167782gmail.com,3.110818,99.5795865,"https://www.google.com/maps/search/3.11081800000000000000,99.57958650000000000000",https://simaslama.kemenag.dev/profil/masjid/337360
284,01.4.02.19.04.000064,AL- MUNAWARAH,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun I Desa Kwala Gunung Kecamatan Datuk Lima Puluh Kab. Batu Bara.,Wakaf,400,196,2018,250,3,3,3,30,81262373390,-,3.186365,99.485841,"https://www.google.com/maps/search/3.18636500000000000000,99.48584100000000000000",https://simaslama.kemenag.dev/profil/masjid/352897
285,01.4.02.19.04.000065,AL- KHOIRIYAH,Sumatera Utara,Kab. Batu Bara,Lima Puluh,Masjid Jami,Dusun III Desa Air Hitam Kecamatan Datuk Lima Puluh Kab. Batu Bara,Wakaf,900,900,2013,400,6,7,5,28,82253280689,-,3.208905213,99.50417027,"https://www.google.com/maps/search/3.20890521269160000000,99.50417026877400000000",https://simaslama.kemenag.dev/profil/masjid/353196
,,,,,,,,,,,,,,,,,,,,,,
Sumber : Data SIMAS - 07 Oct 2025 10:53,,,,,,,,,,,,,,,,,,,,,,
